Return,Volatility,Sharpe,Mirae Asset Large Cap Fund,ICICI Pru Midcap Fund,Kotak Flexicap Fund,HDFC Mid-Cap Opportunities Fund,ICICI Pru Bluechip Fund
0.20049321108627388,0.0743051994128984,1.8234687768397813,0.13319702814025883,0.33810081711389406,0.26031768763785473,0.2128998389048247,0.05548462820316767
0.19816454086556082,0.07186093763136625,1.853086603860794,0.06528491964469331,0.02430844330237927,0.3625014516740258,0.2515713061862386,0.29633387919266296
0.19766555173909345,0.08806788886000748,1.5064009533597236,0.00928441856775223,0.4374675865753444,0.37546445396096845,0.09577331138241256,0.0820102295135221
0.1995620981520529,0.06664991900864048,2.0189386596945194,0.10567348701744264,0.17529742718559654,0.302352663027335,0.2488768479913802,0.1677995747782457
0.20281183533910407,0.061880775572366785,2.227054106294116,0.3279089323822976,0.07475862795590853,0.15656841804409793,0.1963434706875973,0.24442055093009857
0.20233545817033138,0.07164504466228903,1.9168870480531508,0.36725660964283413,0.09339500936827015,0.2405269719138019,0.2770947873611645,0.021726621713929275
0.2044472099883946,0.07214224050969922,1.9329481452637516,0.22031347889007807,0.061837019615341784,0.023589604476236033,0.34409356465862545,0.3501663323597186
0.2050450851934395,0.06819531616674457,2.053588033099148,0.3461985209559911,0.13045173465296678,0.04182836755518854,0.29302478826739564,0.188496588568458
0.20442870594075585,0.09002071153908331,1.5488514093806247,0.06706488061151515,0.27211947469110814,0.018897864803862807,0.4997078520563142,0.14220992783719966
0.20186086811704948,0.06566945073641939,2.0840872975529288,0.29764696063513457,0.14004035273287288,0.2336474855001212,0.24561687483944106,0.0830483262924303
0.20144048804587888,0.06269598830708506,2.176223578733509,0.23212776908492264,0.1855741601907954,0.22492497005212214,0.21423016683942422,0.14314293383273552
0.20441627925540212,0.07579640348214685,1.8393521704264022,0.5846090523382351,0.056117760751079805,0.12428306500020381,0.02868100821708529,0.20630911369339588
0.1984997360062516,0.06753572841909553,1.9767275652646243,0.18278209456719455,0.1276064892446817,0.38972788425638843,0.16776930895284434,0.13211422297889105
0.19902177832028378,0.06863231543440956,1.952750354872779,0.21305134783613078,0.05532395940451328,0.31492607609236467,0.029267053164625165,0.3874315635023662
0.20536043287748434,0.0711266413714092,1.9733876107624713,0.30904608415860246,0.07952440169323101,0.0022099064197855403,0.3263410401288654,0.2828785675995157
0.2051444359516056,0.07879651809100767,1.7785612784278475,0.3558463833727026,0.3764760835045363,0.0361430211975446,0.17497596547414,0.05655854645107635
0.203049897977806,0.07037579350796613,1.961610535335272,0.3937802611526303,0.2843720599406806,0.150968130510175,0.028997711078102298,0.1418818373184117
0.20115130666627745,0.0687427910476717,1.9805903221453338,0.10655548342995214,0.2390760342865853,0.2089136802933724,0.29072026849722094,0.15473453349286925
0.19954087388591013,0.06790226888297168,1.9813899608831755,0.0408747855899243,0.2437719935615583,0.26002025012372776,0.19183268331322972,0.2635002874115598
0.20082916205958296,0.07478769635411767,1.8161966296760317,0.31304796373723753,0.33139308860073646,0.27104503603657604,0.016114776895146062,0.06839913473030401
0.2012319130181141,0.07227356361826094,1.8849480528962486,0.013104597673915286,0.2653553444950673,0.13107271373349536,0.21205176497052794,0.3784155791269941
0.19759547648960987,0.07537972729084065,1.7590336454523294,0.1448527581143432,0.23845548049248316,0.43901756058763514,0.13294455842492925,0.04472964238060938
0.19910930035883512,0.06947259535797377,1.9303913963168589,0.10266884510580684,0.05712621352675763,0.3294236605329422,0.2863446765909299,0.22443660424356343
0.20434812218459525,0.06821636452478129,2.042737445118078,0.2645917964283781,0.24400993109769578,0.056646172639626784,0.270997669301266,0.1637544305330334
0.20314057387892545,0.07649202700968794,1.8059473552901082,0.34220496749020374,0.3797766214590434,0.134774531732828,0.046641617975484315,0.09660226134244049
0.198828309204925,0.07333447743136776,1.8249030182313932,0.16279749579307415,0.31179659786179087,0.3280782679176614,0.0026498918330304703,0.19467774659444295
0.20316453241324056,0.06778545198741157,2.0382623168006475,0.20462235895562697,0.10888123163535986,0.05876015254959307,0.1655050112974502,0.4622312455619699
0.19989180912135968,0.06396524713895761,2.1088296403877207,0.11220671325846668,0.180109104119765,0.24406785620048557,0.12624168435403774,0.33737464206724493
0.20245277780313953,0.06538040193209509,2.1023544325392756,0.4189659556759253,0.10960414221861062,0.21645880930254968,0.13097628231385086,0.12399481048906336
0.19796202557370107,0.08385248335532772,1.5856659248870426,0.024936156637285142,0.41207507811722593,0.33981892676115033,0.034800445597291466,0.18836939288704724
0.20418306704613065,0.06490846061135205,2.14429776542549,0.32815138339126365,0.08655237089140201,0.052349706685758675,0.17683654409062732,0.3561099949409482
0.19911227128979858,0.06765730020376555,1.9822291295379593,0.09162983693696684,0.25443639472819113,0.28831051984443196,0.08995750958098972,0.2756657389094202
0.2004346348426169,0.07190572075192139,1.883502917798066,0.162758719631521,0.27982057426628953,0.28036219010261637,0.23710168801448514,0.039956827985087866
0.20378206190618148,0.06777557475100919,2.0476707488801487,0.42309453762977406,0.16248041157152993,0.09447471225541167,0.020653283994718257,0.29929705454856603
0.2010627427147479,0.06510202811741327,2.0899923804117906,0.32607914585122905,0.00798292441712082,0.24644576434414361,0.10900152527893292,0.3104906401085736
0.20209171662868647,0.08201946228526193,1.6714534917564372,0.0749547113874019,0.29701267062510117,0.16624551199837845,0.40267112399070953,0.05911598199840903
0.1990767349253388,0.07643930073544478,1.7540287997842405,0.13563904876806904,0.04512740830058824,0.367742412580378,0.34891004337702414,0.10258108697394053
0.20192243504362006,0.06797286996424932,2.014368896232204,0.23537990277698573,0.29145807870118545,0.1980095031709558,0.18889714439060054,0.08625537096027237
0.19898586652019518,0.07516574126906515,1.7825390165524482,0.03252080546290055,0.31339754778804985,0.3145161112002531,0.22114239797023763,0.1184231375785588
0.20027948083401803,0.06537145088580908,2.0693969462345936,0.09595679759574956,0.1994801609265811,0.24651050227022805,0.24375612426309148,0.21429641494434998
0.20428801581423559,0.0728751005446277,1.9113251957565058,0.2683199823349606,0.035164051579648026,0.06754840508323989,0.37552672899655104,0.2534408320056004
0.1921282682248667,0.09845893088974855,1.2911806686914082,0.009783681149565435,0.10794385663342923,0.7058229117022913,0.005384434547877651,0.17106511596683638
0.20060738198315375,0.0638835910334373,2.122726349434169,0.19396474652663412,0.24456900457756037,0.2304532778828498,0.07927403160908683,0.251738939403869
0.19971908611298061,0.06519932358935501,2.0662650882926643,0.0844905210779802,0.11588322781837812,0.26584484882162573,0.23135103586283923,0.30243036641917675
0.20473811338180625,0.06988896427712142,1.9994303081631213,0.33680308876593756,0.29106499464463575,0.04797647904007971,0.18832936475019857,0.13582607279914843
0.20219037211700278,0.07278745242058776,1.8848079930628097,0.07787028343201129,0.3105402615929512,0.12545873182297343,0.2847002730286626,0.20143045012340158
0.20194567660639826,0.06515602585604552,2.1018113797941487,0.3102171196406139,0.19618069163438007,0.22516723227363147,0.19223106121882128,0.07620389523255329
0.20605058035618276,0.07603378280403462,1.855104075509684,0.3904886061477146,0.15175872025046946,0.013142888834253175,0.3488806687824853,0.09572911598507758
0.2008481582395434,0.07301796780554928,1.860475747576463,0.294365500380176,0.29858163620200645,0.2863544641814746,0.11586044599267613,0.004837953243666896
0.20119071545642359,0.06196586819100723,2.197834379349311,0.22424307603160437,0.10343144519161085,0.23350351788601897,0.23277042655018365,0.20605153434058227
0.19785386584070827,0.0717003823145397,1.8529031722299143,0.14597648980968356,0.19091671311741992,0.4219609820333982,0.15711779905501122,0.08402801598448709
0.20110643931739564,0.0730481437216686,1.863242957083135,0.19494316989308158,0.32775963613964626,0.24368884205611133,0.19958563139661104,0.034022720514549756
